,static_text,log_level
4640,Waiting for datanodes to stop on mini cluster is not supported,warn
376,Not able to close the reader,warn
14214,Unable to find proposals from txnlog for zxid: 0x*,warn
12892,Scanning for plugin classes. This might take a moment ...,info
4300,DFSUtil.getNNServiceRpcAddresses failed. serviceName=,warn
5448,Given path is not valid!,warn
8652,Resuming bootstrap...,info
12624,Received unknown topic or partition error in produce request on partition *. The topic-partition may not exist or the user may not have Describe access to it,warn
3769,Log  |  was moved to ,info
2317,"Region not on favored nodes, unassign. Region:  |  current:  |  favored nodes: ",warn
11492,Successful registration at resource manager * under registration id *.,info
7425,behavior not enabled; ignore call. Behavior * at component *,warn
6281,Constructor only intended for use in testing,warn
2799,Done waiting - exec procedure  |  for ' | ',info
6484,"Keystore file not found, loading empty keystore",warn
9838,Starting program (detached: *),info
4331,Table region end key was not empty.  Created new empty region:  |  ,info
13506,Failed to suspend * * since it got migrated to another thread already. Closing it as zombie and move on.,info
5920,Waiting for post thread group: * to finish before starting next post group,info
13075,Current config state offset * does not match group assignment *. Forcing rebalance.,info
6439,Valid protocols are: *,warn
6102,Error converting subtree. *,warn
14971,Skipping SASL authentication as *=*quorum.auth.learnerRequireSasl,info
5869,Could not load properties file: *,warn
11987,found resource  |  at ,info
13111,"Was selected to perform assignments, but do not have latest config found in sync request. Returning an empty configuration to trigger re-sync.",info
13630,Skipping record for expired segment.,warn
15040,Assigned port * from range *.,info
15347,Increase RLIMIT_MEMLOCK (ulimit).,warn
374,Not able to close the InputStream,warn
9981,Flushing new partitions,info
14473,Successfully authenticated client: authenticationID=*;  authorizationID=*.,info
1463,"Could not get tasks, did someone remove  |  ... worker thread exiting.",warn
5715,"Spent * ms while generating sequence of delays for * samples, * throughput, * duration",warn
8305,Migrating legacy hints to new storage,info
2949, :  | Received exception while trying to write the flush request to wal,warn
6434,The delay timer was interrupted - probably did not wait as long as intended.,warn
2227,Number of RegionServers=*,info
2661,NamespaceAuditor started.,info
4212,"Could not find scheme for uri  | , default to hdfs",warn
13173,Plugin path contains both java archives and class files. Returning only the archives,warn
15206,$$$Empty Message$$$,warn
4427,fixing orphan table:  |  with a default .tableinfo file,warn
8295,Finished hinted handoff of file * to endpoint *: *,info
16432,put repository [*],info
7709,registering Wicket mbeans with server '*',info
15263,$$$Empty Message$$$,warn
13809,*: writing to stdin: *,info
16552,failed to send ping transport message,warn
11717,Could not properly shutdown RestServerEndpoint.,warn
13558,partition revocation took * ms. 	suspended active tasks: * 	suspended standby tasks: *,info
9824,Running 'stop-with-savepoint' command.,info
5819,os.arch=*,info
8537,Completed migration of legacy schema tables,info
15606,"node [*] is lagging at cluster state version [*], although publication of cluster state version [*] completed [*] ago",warn
5607,loadIncludedElements -failed for: *,info
15076,Error while executing bulk request,warn
12132,TM: remote keytab principal obtained *,info
12811,Kafka version: *,info
15049,---------------------------------------------------------------,info
16211,error notifying global checkpoint listener of updated global checkpoint [*],warn
10257,Processed message with payload: ,info
5502,"not a secure deployment, proceeding",info
13391,State transition from * to *,info
12297,"* partitions have leader brokers without a matching listener, including *",warn
14835,"New election. My id = *, proposed zxid=0x*",info
15129,Failed to close a socket.,warn
14306,ConnnectionExpirerThread interrupted,info
9929,| * Emulator * --> NOTHING CONNECTED TO *,info
16947,"Closing [*] datafeeds, because [*]",info
16788,"[*] received cancellation request for data frame transform, state: [*].",info
711,Performing action: Move random region of table ,info
889,Failed resolve ,warn
895,Setting number of version inside map as: ,info
15367,cannot mlockall because JNA is not available,warn
7096,Value for parameter ' | ' not a long: ' | '.  Using default: ' | '.,warn
11782,Submitting job * for query *`,info
7308,load local truststore - try to load truststore from: *,info
8316,No defined indexes with the supplied names: *,info
535,Adding Kerberos (SPNEGO) filter to ,info
2040,Failure because previously failed task |  state still present. Waiting for znode delete callback |  path=,warn
11019,Starting ZooKeeperLeaderRetrievalService *.,info
3977,$$$Empty Message$$$,warn
16345,* Corrupted file detected * checksum mismatch,warn
882,Writing partition information to ,info
14549,"unexpected quorum packet, type: *",warn
7968,Discovered obsolete snapshot. Deleting directory [*],warn
426,Couldn't use reflection with builder API,warn
14761,Local sessions *,info
14304,Unexpected ops in select *,warn
743,Mapper took  | ms to process  |  rows,info
662,Starting regionserver ,info
14699,unknown type *,warn
11334,Created directory * for file uploads.,info
14007,TGT valid starting at:        *,info
2230, regionState=null; presuming ,info
2435,"server * is aborted or stopped, for safety we still need to wait until it is fully dead, try=*",warn
1981,"Server  |  is not currently online.  | Removing from draining list anyway, as requested.",warn
5872,LogLevel: *,warn
6191,No series matches the series_filter: * in graph: *series_filter,warn
9188,Manifest not present in the first entry of the zip - ,warn
13705,Attempt to create topic `*` failed: *,warn
4649,Stopping ,info
7002,Reading httpclient parameters from ,info
13938,Found child node with improper format : *,warn
8342,"SSTableIndex.open(column: *, minTerm: *, maxTerm: *, minKey: *, maxKey: *, sstable: *)",info
10251,Copy task initialization took  | ms,info
11792,Successfully loaded RocksDB native library,info
16770,Encountered unexpected run state [ | ],warn
3530,$$$Empty Message$$$,info
8961,Initializing SIGAR library,info
2021,Failed Namespace Table close,warn
6070,AWT headless exception occurred. *,warn
4408,Creating new region : ,info
10345,Password was not supplied separately.,info
1827,empty,info
6285,testEnded(hostname),warn
4455,Offlining region ,info
5780,"Created TextGraphiteMetricsSender with host: *, port: *, prefix: *",info
15261,Done with repository cleanup on [*][*] with result [*],info
9209,Activator ,info
7011,couldn't find classes and set up properties,warn
13991,No TGT found: will try again at *,warn
2210,"The region server * is already dead, skip reportRegionStateTransition call",warn
14573,Ignoring unexpected exception,warn
12783,[Principal=*]: Expiring credential re-login thread time adjusted from * to * since the former is sooner than the minimum refresh interval (* seconds from now).,info
5944,Running test,info
4433,Handling overlap merges serially.  set hbasefsck.overlap.merge.parallel to true to run in parallel.,info
9085,Test failed. *,info
8589,Can't send schema pull request: node * is down.,warn
9990,Starting FlinkKafkaProducer (*/*) to produce into default topic *,info
10735,Deploying %s (attempt #%d) to %s,info
5651,Could not parse number: '*'.,warn
1471,successfully transitioned task  |  to final state ,info
8419,Unable to read *,warn
6497,Unexpected object type: * returned for: *,warn
14746,OBSERVING,info
6573,$$$Empty Message$$$,warn
9332,Error loading FeaturesService state,warn
5595,Cannot parse random seed: '*' in element *,warn
4156,Validating HFile contents under *,info
6363,Column header number * name * is out of order.,warn
10543,* was shutdown successfully.,info
1866,Failed shutdown of clusterSchemaService,warn
10717,Initializing cluster services.,info
11083,Starting high-availability services,info
12901,Setting up Principal policy for ConnectorClientConfigOverride. This will allow `sasl` client configuration to be overridden.,info
15345,"These can be adjusted by modifying /etc/security/limits.conf, for example:  	# allow user '*' mlockall 	* soft memlock unlimited 	* hard memlock unlimited",warn
6356,"* did not match *, trying next date format",info
8544,Filtering out * as it isn't supported by the socket,warn
4420,Trying to sideline file  |  to ,info
9520,Problem with segment  |  in ,warn
10464,"Configured StatsDReporter with {host:*, port:*}",info
