static_text,log_level,project
Running with SSH user [ | ] and options [ | ],info,HBase
Executing full command [ | ],info,HBase
"Executing remote command:  |   |  , hostname:",info,HBase
"Executed remote command, exit code: |  , output:",info,HBase
Sleep Interrupted:,warn,HBase
"Remote command:  |   |  , hostname: |  failed at attempt  | . Retrying until maxAttempts:  | . Exception: ",warn,HBase
Starting RS on: ,info,HBase
Aborting RS: ,info,HBase
Stopping RS: ,info,HBase
Starting ZooKeeper node on: ,info,HBase
Aborting ZooKeeper node on: ,info,HBase
Stopping ZooKeeper node: ,info,HBase
Starting data node on: ,info,HBase
Aborting data node on: ,info,HBase
Stopping data node on: ,info,HBase
Starting name node on: ,info,HBase
Aborting name node on: ,info,HBase
Stopping name node on: ,info,HBase
Waiting for service:  |  to stop: ,info,HBase
Waiting for service:  |  to start: ,info,HBase
Starting Master on:  | :,info,HBase
Aborting Master: ,info,HBase
Stopping Master: ,info,HBase
Master not started yet ,warn,HBase
Failed to connect to ZK ,warn,HBase
Cannot find region server holding region ,warn,HBase
Restoring cluster - started,info,HBase
Restoring cluster - done,info,HBase
Restoring cluster - Initial active master :  |  has changed to : ,info,HBase
Restoring cluster - starting initial active master at:,info,HBase
Restoring cluster - stopping backup master: ,info,HBase
Restoring cluster - stopping active master: ,info,HBase
Restoring cluster - starting initial backup master: ,info,HBase
Restoring cluster - starting initial backup master: ,info,HBase
Restoring cluster - stopping backup master: ,info,HBase
Restoring cluster - restoring region servers reported  |  errors:,warn,HBase
$$$Empty Message$$$,warn,HBase
Restoring cluster - starting initial region server: ,info,HBase
Restoring cluster - stopping initial region server: ,info,HBase
Restoring cluster - restoring region servers reported  |  errors:,warn,HBase
$$$Empty Message$$$,warn,HBase
While closing the old connection,warn,HBase
Added new HBaseAdmin,info,HBase
Initializing/checking cluster has 1 servers,debug,HBase
Done initializing/checking cluster,debug,HBase
Deleting table,info,HBase
Deleted table,info,HBase
Restoring the cluster,info,HBase
Done restoring the cluster,info,HBase
Write failed,error,HBase
Read failed,error,HBase
STATUS ,info,HBase
Test does not make a lot of sense for minicluster. Will set flush size low.,warn,HBase
Performing action: Restart active namenode,info,HBase
Found active namenode host:,info,HBase
Restarting Active NameNode :,info,HBase
"Performing action: Compact random region of table  | , major=",info,HBase
Table  |  doesn't have regions to compact,info,HBase
Major compacting region ,debug,HBase
Compacting region ,debug,HBase
"Compaction failed, might be caused by other chaos: ",warn,HBase
Performing action: Change split policy of table ,info,HBase
Changing  |  split policy to ,info,HBase
Performing action: Restart random region server,info,HBase
Performing action: Merge random adjacent regions of table ,info,HBase
Table  |  doesn't have enough regions to merge,info,HBase
Merging  |  and ,debug,HBase
"Merge failed, might be caused by other chaos: ",warn,HBase
Performing action: Move regions of table *,info,HBase
Table * doesn't have regions to move,info,HBase
Moving * to *,debug,HBase
"Move failed, might be caused by other chaos: *",warn,HBase
Performing action: Restart random RS holding table ,info,HBase
Performing action: Restart random data node,info,HBase
Performing action: Rolling batch restarting %d%% of region servers,info,HBase
Problem killing but presume successful; code=,info,HBase
"Problem starting, will retry; code=",info,HBase
Killed ,info,HBase
Started ,info,HBase
Performing action: Split all regions of  ,info,HBase
Skipping split of all regions.,info,HBase
Not killing server because it holds hbase:meta.,info,HBase
Killing master ,info,HBase
Killed master ,info,HBase
Starting master ,info,HBase
Started master ,info,HBase
Killing regionserver ,info,HBase
Killed regionserver  | . Reported num of rs:,info,HBase
Starting regionserver ,info,HBase
Started regionserver  | . Reported num of rs:,info,HBase
Killing zookeeper node ,info,HBase
Killed zookeeper node  | . Reported num of rs:,info,HBase
Starting zookeeper node ,info,HBase
Started zookeeper node ,info,HBase
Killing datanode ,info,HBase
Killed datanode  | . Reported num of rs:,info,HBase
Starting datanode ,info,HBase
Started datanode ,info,HBase
Killing namenode :-,info,HBase
Killed namenode: | . Reported num of rs:,info,HBase
Starting Namenode :-,info,HBase
Started namenode:,info,HBase
Removing  |  regions from ,debug,HBase
Moving  |  regions from  |  servers to  |  different servers,info,HBase
Got exception while doing balance ,warn,HBase
Balancer didn't succeed,error,HBase
"Performing action: Compact table  | , major=",info,HBase
"Compaction failed, might be caused by other chaos: ",warn,HBase
Performing action: Snapshot table ,info,HBase
Performing action: Split random region of table ,info,HBase
Table  |  doesn't have regions to split,info,HBase
Splitting region ,debug,HBase
"Split failed, might be caused by other chaos: ",warn,HBase
Performing action: Removing  |  from ,debug,HBase
Performing action: Restart random zookeeper node,info,HBase
Performing action: Flush random region of table ,info,HBase
Table  |  doesn't have regions to flush,info,HBase
Flushing region ,debug,HBase
"Flush failed, might be caused by other chaos: ",warn,HBase
Performing action: Changing encodings on ,debug,HBase
Performing action: Restart region server holding META,info,HBase
No server is holding hbase:meta right now.,warn,HBase
Performing action: Flush table ,info,HBase
"Flush failed, might be caused by other chaos: ",warn,HBase
Unbalancing regions,info,HBase
Performing action: Batch restarting %d%% of region servers,info,HBase
Killing region server:,info,HBase
Killed  |  region servers. Reported num of rs:,info,HBase
Starting region server:,info,HBase
Started  |  region servers. Reported num of rs:,info,HBase
Balancing regions,info,HBase
Performing action: Truncate table  | preserve splits ,info,HBase
Performing action: Change bloom filter on all columns of table ,info,HBase
Performing action: Just set bloom filter types on table ,debug,HBase
Sleeping for:,info,HBase
"Performing action: Changing compression algorithms to  |  is not supported, pick another one",info,HBase
Performing action: Changing compression algorithms on  |  to ,debug,HBase
Performing action: Move random region of table ,info,HBase
Table  |  doesn't have regions to move,info,HBase
Move random region *,debug,HBase
Performing action: Adding  |  to ,debug,HBase
Performing action: Changing versions on  |  to ,debug,HBase
Performing action: Just changed versions on ,debug,HBase
Performing action: Restart active master,info,HBase
Performing action: Dump cluster status,debug,HBase
Cluster status\n,info,HBase
"Performing action: Compact mob of table  | , major=",info,HBase
"Mob Compaction failed, might be caused by other chaos: ",warn,HBase
Error trying to create  |  could not load it by class name,error,HBase
Exception occurred during performing action: ,warn,HBase
Sleeping for * ms to add jitter,info,HBase
Sleeping for * ms,info,HBase
"Using ChaosMonkey Policy *, period=* ms",info,HBase
Exception performing action: ,warn,HBase
Exception occurred during performing action: ,warn,HBase
Exception occurred during performing action: ,warn,HBase
Exception occurred during performing action: ,warn,HBase
Chaos monkeys are running.,info,HBase
Chaos monkeys are stopped.,info,HBase
Interruption occurred while stopping chaos monkeys ,warn,HBase
$$$Empty Message$$$,warn,HBase
$$$Empty Message$$$,error,HBase
$$$Empty Message$$$,error,HBase
$$$Empty Message$$$,error,HBase
$$$Empty Message$$$,error,HBase
"TIFB.restart, firstRow:  | , endRow: ",debug,HBase
"TIFB.restart, firstRow:  | , no endRow",debug,HBase
Current scan=,info,HBase
Error closing table,warn,HBase
Mapper took  | ms to process  |  rows,info,HBase
recovered from ,debug,HBase
"We are restarting the first next() invocation, if your mapper has restarted a few other times like this then you should consider killing this job and investigate why it's taking so long.",warn,HBase
Mapper took  | ms to process  |  rows,info,HBase
$$$Empty Message$$$,info,HBase
lastSuccessfulRow=,info,HBase
split:  | ->,info,HBase
initializeTable called multiple times. Overwriting connection and table reference; TableInputFormatBase will not close these old references when done.,warn,HBase
Interrupted obtaining user authentication token,info,HBase
Interrupted obtaining user authentication token,info,HBase
"The addDependencyJars(Configuration, Class<?>...) method has been deprecated since it is easy to use incorrectly. Most users should rely on addDependencyJars(Job) instead. See HBASE-8386 for more details.",warn,HBase
Could not find jar for class  |  in order to ship it to the cluster.,warn,HBase
Could not validate jar file  |  for class ,warn,HBase
"For class %s, using jar %s",debug,HBase
Considering the row.,trace,HBase
Considering the row.,trace,HBase
Considering the row.,trace,HBase
Considering the row.,trace,HBase
Considering the row.,trace,HBase
Setting up  |  mapper.,info,HBase
setting WAL durability to ,info,HBase
setting WAL durability to default.,info,HBase
Problem connecting to ZooKeper during task setup,error,HBase
Problem reading ZooKeeper data during task setup,error,HBase
Problem setting up task,error,HBase
"No configured filter class, accepting all keyvalues.",debug,HBase
Attempting to create filter:,debug,HBase
Couldn't instantiate filter!,error,HBase
Couldn't instantiate filter!,error,HBase
Couldn't instantiate filter!,error,HBase
Couldn't instantiate filter!,error,HBase
Couldn't instantiate filter!,error,HBase
Filter returned: |  for the cell:,trace,HBase
Use Large Result!!,info,HBase
writing to hfiles for bulk load.,info,HBase
writing directly to table from Mapper.,info,HBase
Flushing all data that skipped the WAL.,info,HBase
An error occurred.,error,HBase
$$$Empty Message$$$,error,HBase
$$$Empty Message$$$,error,HBase
Read source hash manifest: ,info,HBase
Read  |  partition keys,info,HBase
Table name mismatch - manifest indicates hash was taken from:  |  but job is reading from: ,warn,HBase
Read source hash manifest: ,info,HBase
Read  |  partition keys,info,HBase
Hash mismatch.  Key range:  |  to  |  sourceHash:  |  targetHash: ,debug,HBase
Target missing row: ,info,HBase
Source missing row: ,info,HBase
Target missing cell: ,debug,HBase
Source missing cell: ,debug,HBase
Different values: ,debug,HBase
  source cell:  |  value: ,debug,HBase
  target cell:  |  value: ,debug,HBase
Suppressing exception from closing tables,error,HBase
Map-reduce job failed!,info,HBase
Created new MultiTableRecordReader with WAL  | on,debug,HBase
Opening HTable \ | \,debug,HBase
add incremental job : |  from ,debug,HBase
Region size calculation disabled.,info,HBase
Region size calculation disabled for system tables.,info,HBase
Calculating region sizes for table \ | \,info,HBase
Region  |  has size ,debug,HBase
Region sizes calculated,debug,HBase
Unknown region:,debug,HBase
Initialize HFileRecordReader for *,info,HBase
Seeking to start,info,HBase
Failed to convert Scan to String,warn,HBase
Table '%s' does not exist.,warn,HBase
Dry run: Table will be deleted at end of dry run.,warn,HBase
$$$Empty Message$$$,error,HBase
$$$Empty Message$$$,error,HBase
Creating table '%s' with '%s' columns and default descriptors.,warn,HBase
"Dry mode: Table:  |  already disabled, so just deleting it.",debug,HBase
***Dry run: Failed to delete table '%s'.***%n%s,error,HBase
Dry run: Deleted table '%s'.,info,HBase
$$$Empty Message$$$,error,HBase
$$$Empty Message$$$,error,HBase
$$$Empty Message$$$,error,HBase
Opening reader for ,info,HBase
Corrupted entry detected. Ignoring the rest of the file. (This is normal when a RegionServer crashed.),warn,HBase
Skipped  |  entries.,info,HBase
Reached end of file.,info,HBase
"Skipped  |  entries, until ts:  | .",info,HBase
Reached ts:  |  ignoring the rest of the file.,info,HBase
Closing reader,info,HBase
File  |  is missing. Skipping it.,warn,HBase
Scanning  |  for WAL files,debug,HBase
